source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_transits,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_sigma5d_max,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,bp_g,bp_rp,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_quasar,classprob_dsc_combmod_star,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,dec_pseudocolour_corr,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,duplicated_source,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,g_rp,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,has_rvs,has_xp_continuous,has_xp_sampled,in_andromeda_survey,in_galaxy_candidates,in_qso_candidates,ipd_frac_multi_peak,ipd_frac_odd_win,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,libname_gspphot,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,matched_transits,matched_transits_removed,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,new_matched_transits,non_single_star,nu_eff_used_in_astrometry,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,parallax_pseudocolour_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_blended_transits,phot_bp_n_contaminated_transits,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_obs,phot_variable_flag,pm,pmdec_pseudocolour_corr,pmra_pmdec_corr,pmra_pseudocolour_corr,pseudocolour,pseudocolour_error,ra_dec_corr,radial_velocity,radial_velocity_error,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ra_pseudocolour_corr,ref_epoch,rv_amplitude_robust,rv_atm_param_origin,rv_chisq_pvalue,rv_expected_sig_to_noise,rv_method_used,rv_nb_deblended_transits,rv_nb_transits,rv_renormalised_gof,rvs_spec_sig_to_noise,rv_template_fe_h,rv_template_logg,rv_template_teff,rv_time_duration,rv_visibility_periods_used,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,solution_id,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,vbroad,vbroad_error,vbroad_nb_transits,visibility_periods_used,source_id
2512523711740403584,Gaia DR3 2512523711740403584,27.7297797613992,2.8776383197816333,150.79500884906872,-56.74154331515605,26.788611044057035,-7.977991530115091,0.22534684878406552,25.120295021348003,-9.046167615386446,16.327972,16.3309,16.277197,0.050267704,0.04060888,0.0570622,0.06043641,0.05136135,1.0268872,0.7087,0.7048,0.7129,239.75424,0.09893308,0.58871996,0.5761776,24,0,211,0,211,31,0,0.0924237,0.7193,0.7153,0.7237,0.0029277802,0.053703308,7.049848E-11,1.03464864E-13,0.9999623,-0.12620257,-0.16855374,0.0051812143,,18442.287,18129.135,19151.664,0,0.3834,0.3812,0.3857,0.050775528,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.009880505,83.33807,A,4.3865,4.3648,4.3955,29,0,-0.355,-0.3906,-0.2848,13,0,1.7632992,3.949144,0.19131663,0.14244387,,4009.1902357341396,17.443237,229.8421,1,0,25,1.1643523,5543.160429654759,4.337954,1277.8282,250,0,2445.001280195335,11.96935,204.27185,1,0,27,NOT_AVAILABLE,26.699482,,0.3656837,,,,0.18968047,,,1545931239,0.3097585,0.105878115,0.12247985,,2016.0,,,,,,,,,,,,,,,-43.705727,-24.900017,-47.932858,27.110535,0.31083784,0.31558108,0.2361688,0.60841626,1636148068921376768,19991.027,19980.605,19997.285,,,,14,2512523711740403584
6762185287532572928,Gaia DR3 6762185287532572928,286.96914162004697,-29.43627928252483,7.722865482063848,-16.238910193024008,284.8337571913229,-6.866652913486358,0.2785724314847655,3.3296340165014087,-35.84845206809638,16.349953,16.317049,16.404758,0.052804064,0.04805213,0.06819417,0.060493484,0.049190413,0.894968,0.3023,0.2899,0.3074,176.08232,0.0,0.0,-2.0675402,23,0,198,0,198,31,0,0.09005026,0.3044,0.2922,0.3097,-0.03290367,-0.08770943,2.4333075E-12,1.0238132E-13,0.9999993,-0.534582,-0.2572765,0.058635384,,16806.701,16303.515,16995.924,0,0.1627,0.1559,0.1655,-0.054805756,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.10770304,173.99603,A,4.3975,4.3946,4.3998,23,0,-0.5451,-0.577,-0.4824,9,0,1.7840835,4.084989,0.08275517,-0.30785242,,4060.667641678442,15.0275135,270.21555,0,0,21,1.147746,5432.076191460481,5.050546,1075.5424,191,0,2173.9755927115734,8.288564,262.28616,0,0,22,NOT_AVAILABLE,36.00275,,0.20686886,,,,-0.10341173,,,1057045211,0.39279705,-0.08241934,-0.2863123,,2016.0,,,,,,,,,,,,,,,-82.59026,-5.7642426,-41.853764,37.516705,0.3946082,0.2100282,0.61235845,0.8550589,1636148068921376768,17274.076,16948.164,17352.145,,,,15,6762185287532572928
5947207546532239872,Gaia DR3 5947207546532239872,269.4119210955717,-49.56620622293627,343.1410432544873,-12.288806197124051,269.57519430056504,-26.12779255076497,0.2543686060193911,-17.011082325222734,-23.508145609335294,16.354124,16.307362,16.415745,0.057418287,0.04308254,0.064184554,0.063787684,0.044393893,1.0239936,0.3183,0.3113,0.3242,264.5715,0.109813206,0.7410986,0.5320167,26,0,224,0,224,31,0,0.09305696,0.3202,0.3132,0.3261,-0.046762466,-0.10838318,2.2915097E-11,1.0223561E-13,0.9999996,-0.26185015,-0.49489155,-0.23492356,,13328.847,13162.113,13495.454,0,0.1711,0.1673,0.1744,-0.061620712,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.01210386,138.35274,OB,4.5795,4.573,4.5821,27,0,-0.991,-0.9978,-0.969,14,0,1.7906923,3.9630814,0.3685203,-0.26979914,,4097.06047817534,14.306635,286.37485,25,0,25,1.1548449,5411.244511828272,5.68524,951.80585,221,0,2152.087583254145,10.6877575,201.36006,26,0,26,NOT_AVAILABLE,29.017406,,0.015506234,,,,0.246724,,,1247134158,-0.091877766,-0.32932025,-0.33096087,,2016.0,,,,,,,,,,,,,,,-163.39519,1.3837302,-31.1347,-40.61656,0.41038796,0.33771035,0.21261631,0.48176956,1636148068921376768,18318.176,18163.383,18464.393,,,,15,5947207546532239872
2491695589960521728,Gaia DR3 2491695589960521728,29.163210100652165,-5.400150308808519,161.38519727629568,-63.29356145927704,25.123302558926238,-16.219698091562968,0.21988268584977086,24.07836564527871,-2.683111147237036,16.483437,16.352629,16.7411,0.066307105,0.049547732,0.083221085,0.091361366,0.061102144,1.1010807,0.0017,3.0E-4,0.0091,520.60876,0.3356302,6.2731223,2.5616374,38,3,330,0,333,31,0,0.13002191,0.0016,3.0E-4,0.009,-0.13080788,-0.3884716,7.0197764E-8,5.0943066E-10,4.993324E-5,0.16299394,-0.027159315,0.24544749,,23848.494,22378.58,26058.04,0,9.0E-4,1.0E-4,0.0049,-0.25766373,,,,0,0,1,1,0,1,0,0,0,0,1,0,0.06711952,84.586044,A,4.4439,4.398,4.4695,41,0,-0.7107,-0.8634,-0.5378,28,0,1.8616233,2.642151,0.17558743,-0.11883883,,3929.755056479592,13.940337,281.89813,4,0,38,1.1500808,4803.662032625713,3.6423647,1318.8306,353,0,1594.8443577959958,11.712561,136.1653,2,0,38,NOT_AVAILABLE,24.227398,,-0.020474892,,,,0.3041829,,,1547812744,0.31868127,0.32926854,-0.35223323,,2016.0,,,,,,,,,,,,,,,131.2245,-32.954685,18.007631,35.706207,0.27414414,0.46748108,0.30686718,0.59550035,1636148068921376768,19964.51,19719.64,19995.22,,,,13,2491695589960521728
4187869370201203840,Gaia DR3 4187869370201203840,292.1974352063965,-11.43940431040376,26.79458682950511,-13.413349109662763,292.109285911474,10.31238694371312,0.16351763994884905,-15.135587174106705,-32.79838659719278,16.560738,16.481007,16.64867,0.06136778,0.048548814,0.06619871,0.06861256,0.052743338,1.0254289,0.307,0.3014,0.3125,236.5761,0.13903746,0.77790993,0.5350281,23,0,201,0,201,31,0,0.097450696,0.3076,0.3018,0.3131,-0.07973099,-0.16766357,2.4150035E-12,1.0256357E-13,0.9999989,-0.33491123,-0.14725122,-0.17949659,,17741.39,17642.867,17811.95,0,0.1654,0.1623,0.1683,-0.08793259,,,,0,0,1,1,0,0,0,0,0,0,0,0,0.19784442,79.26069,A,4.499,4.4974,4.4998,23,0,-1.1815,-1.1924,-1.1608,9,0,1.8000022,2.4701033,-0.09930159,-0.005532938,,3491.518780847158,41.326405,84.48639,0,0,21,1.1686662,4473.544472603082,4.5150204,990.8138,200,0,1736.5614584743116,9.433777,184.07913,0,0,19,NOT_AVAILABLE,36.122295,,0.099366285,,,,-0.0329042,,,683359841,0.1048407,-0.20379795,-0.18611193,,2016.0,,,,,,,,,,,,,,,-122.73817,4.2775316,-38.774105,36.07114,0.27157292,0.28554884,0.45372605,0.78315675,1636148068921376768,19264.832,19172.79,19322.77,,,,15,4187869370201203840
1293316877344107776,Gaia DR3 1293316877344107776,224.1431447183217,35.613102863409736,58.441645402261564,62.111364693429216,206.26179303506842,49.41811589145202,0.2377795677947232,2.215442407993404,-31.237675322603778,16.613607,16.43769,16.977007,0.03600678,0.043433856,0.058176138,0.04441215,0.055568695,1.0712998,0.0038,0.001,0.0127,817.2149,0.3363006,7.405356,2.2320704,58,2,497,0,499,31,0,0.08340659,0.0038,0.001,0.0125,-0.17591667,-0.5393162,1.9939808E-8,5.0943055E-10,4.993324E-5,-0.09936271,0.16684766,0.034665603,,32503.74,31179.545,32921.74,0,0.0021,5.0E-4,0.0069,-0.3633995,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.02762847,66.05801,OB,4.4812,4.4677,4.4864,58,0,-0.9747,-0.9921,-0.9075,18,0,1.9006578,4.0872355,-0.18826665,-0.12638168,,3633.628071619137,12.8919,281.85358,2,0,54,1.1539781,4260.920970085613,3.612052,1179.64,493,0,1283.3813216909646,9.970937,128.7122,0,0,54,NOT_AVAILABLE,31.31614,,0.35314056,,,,0.2376324,,,754405750,-0.030695597,0.011169544,0.012779677,,2016.0,,,,,,,,,,,,,,,-100.06333,-63.37999,-14.59582,-42.824528,0.23231393,0.29409283,0.09122328,0.23113117,1636148068921376768,23904.332,23135.85,24138.244,,,,29,1293316877344107776
6172259980247830144,Gaia DR3 6172259980247830144,210.47372142476598,-32.236955560181116,319.83405898112534,28.311801994869068,219.7242171301445,-18.588675268182875,0.1838149874888612,-22.64368661595517,-7.717285788533973,16.722998,16.613121,16.927046,0.06322663,0.052451484,0.06864293,0.07431665,0.07030069,0.96701026,0.0099,0.004,0.0175,208.71825,0.16530587,1.0665971,-0.6088839,22,2,193,0,195,31,0,0.11137365,0.0099,0.0039,0.0174,-0.10987663,-0.3139248,5.793445E-7,5.094396E-10,4.993321E-5,-0.21714339,-0.0049746907,-0.10315712,,23182.154,22745.299,23561.91,0,0.0053,0.0021,0.0094,-0.20404816,,,,0,0,1,1,0,1,0,0,0,0,1,0,0.046861727,20.542051,A,4.4984,4.4956,4.4997,24,0,-0.9795,-1.108,-0.8775,10,0,1.8328241,2.6778429,0.13250975,-0.034397416,,3091.492993883393,19.976734,154.75467,0,0,21,1.1512674,3852.545305541947,4.466466,862.5489,208,0,1343.8166917305678,15.100201,88.9933,0,0,23,NOT_AVAILABLE,23.922647,,-0.22750497,,,,0.04113023,,,629422838,-0.29731625,-0.113763936,-0.1908747,,2016.0,,,,,,,,,,,,,,,-114.50116,20.13245,-5.1264296,-24.887398,0.3293776,0.1400348,0.30156174,0.8629584,1636148068921376768,19646.96,19451.06,19833.791,,,,14,6172259980247830144
3733729870595798784,Gaia DR3 3733729870595798784,194.4197029606565,8.630634671332633,307.78428534378116,71.44356210439518,189.84653005543646,13.627880707370613,0.18524928929170953,-19.3190248574158,-14.162920068042151,16.773582,16.638018,17.024984,0.069103986,0.047031753,0.08628682,0.1167603,0.11789553,1.1161005,1.0E-4,0.0,4.0E-4,652.37506,0.32052416,4.976687,3.2429178,46,0,405,0,405,95,0,0.19977957,1.0E-4,0.0,4.0E-4,-0.1355648,-0.3869667,4.8732255E-7,5.0944754E-10,4.9933213E-5,0.16137925,0.362687,-0.17286074,-0.028933764,24329.607,23983.516,24989.525,0,1.0E-4,0.0,3.0E-4,-0.2514019,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.04551015,147.67705,A,4.4862,4.4699,4.4963,55,0,-1.1766,-1.211,-1.0824,55,0,,2.1469014,0.15573907,-0.2899987,-0.075155966,3021.4095880585164,12.2227545,247.19548,2,0,52,1.1555941,3677.1677744522494,3.5944047,1023.0256,478,0,1227.9040003293806,8.271654,148.44722,3,0,51,NOT_AVAILABLE,23.954395,-0.21397091,-0.48923,0.036927648,1.7921618,0.012381394,-0.46907738,,,554893336,-0.2583431,-0.07940763,0.27950075,-0.020321127,2016.0,,,,,,,,,,,,,,,-161.45584,24.773903,51.506794,-25.68016,0.11570734,0.5871362,0.031708825,0.045438293,1636148068921376768,19996.846,19989.844,19999.15,,,,17,3733729870595798784
3703904449460695040,Gaia DR3 3703904449460695040,192.07956173595815,3.8341510337868523,300.964733368765,66.69398443134375,189.59719485058682,8.30295613379161,0.19448188277607917,8.663356272280064,-23.259288917432283,16.796328,16.627556,17.128494,0.061555803,0.04426185,0.08190261,0.101266645,0.09566964,1.0625385,0.0071,0.0019,0.021,873.0864,0.31164113,5.269061,2.1098695,65,0,575,0,575,31,0,0.16982314,0.007,0.0019,0.0207,-0.16877174,-0.5009384,1.727381E-7,5.094339E-10,4.993323E-5,0.12304003,0.32260197,-0.12758015,,33041.383,31310.49,33466.04,0,0.0038,0.001,0.0114,-0.33216667,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.1236507,139.69849,OB,4.4876,4.4668,4.4959,71,0,-0.9507,-0.9886,-0.8516,8,0,1.8968166,2.3745506,-0.07162211,-0.1389697,,3050.6663089859835,11.704525,260.6399,1,0,65,1.1571738,3600.940849106819,2.4867952,1448.0247,622,0,1116.2480993280972,8.411491,132.70514,2,0,64,NOT_AVAILABLE,24.82032,,-0.5395909,,,,-0.5086131,,,147116124,-0.063778594,0.009536318,0.27708513,,2016.0,,,,,,,,,,,,,,,60.07838,31.259087,47.790424,-44.15925,0.24203987,0.66813415,0.39666608,0.28985682,1636148068921376768,23051.617,21938.674,23381.156,,,,18,3703904449460695040
6380115201711449856,Gaia DR3 6380115201711449856,358.8616257591055,-72.26323461403838,308.8333868644017,-44.21779047803674,308.3903901719689,-60.62912600099727,0.1674760464980434,20.094052715788084,-2.9993354274765562,16.802664,16.660173,17.043825,0.051110152,0.053954158,0.060473856,0.063551486,0.07902784,1.0810288,0.0151,0.0045,0.0291,604.9553,0.3989827,7.0508137,2.1230671,40,3,350,0,353,95,0,0.110829614,0.0149,0.0045,0.0287,-0.14249039,-0.38365173,5.7577597E-7,5.094358E-10,4.993321E-5,-0.04639332,-0.009268884,0.03966764,0.13368508,28989.244,26763.986,30090.46,0,0.0081,0.0024,0.0157,-0.24116135,,,,0,0,1,1,0,1,0,0,0,0,1,0,0.021346191,119.2805,OB,4.4927,4.4727,4.505,46,0,-0.9387,-0.9744,-0.8652,17,0,,2.7693958,-0.13741976,-0.19857359,0.08868465,2960.380301849871,13.947417,212.25294,1,0,43,1.1640155,3579.9863712006827,4.8816333,733.3583,400,0,1206.7795742578721,7.4023533,163.02647,2,0,40,NOT_AVAILABLE,20.316668,-0.03721927,-0.12530228,0.040464513,1.8396719,0.015419037,-0.055860076,,,1326429819,0.0865352,0.032348964,-0.22989605,0.040466312,2016.0,,,,,,,,,,,,,,,-42.977753,58.04552,-53.82953,42.10538,0.050017018,0.08291674,0.086278886,0.12866361,1636148068921376768,21671.232,20617.531,22237.28,,,,25,6380115201711449856
3676378347657537664,Gaia DR3 3676378347657537664,189.20674755545951,-7.272328296430525,296.53919628374024,55.41796187501109,191.31733916187565,-3.0385897019128523,0.16075323252145957,-18.74765645825996,-14.244334957568427,16.842054,16.724346,17.069738,0.06531598,0.03618525,0.07409382,0.09022325,0.06599946,0.93613774,0.0011,2.0E-4,0.0058,414.68927,0.07362113,0.26561996,-1.7909224,46,3,400,0,403,31,0,0.12760687,0.0011,2.0E-4,0.0057,-0.117708206,-0.34539223,1.5742914E-10,1.0229396E-13,0.99999946,0.29132658,-0.24136056,0.05719075,,25600.246,24772.62,26214.348,0,6.0E-4,1.0E-4,0.0031,-0.22768402,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.011204191,75.26237,A,4.4963,4.4823,4.4992,53,0,-0.944,-1.1093,-0.8612,9,0,1.8494864,2.1695902,-0.11861539,-0.028089833,,2790.47564948616,22.01357,126.76161,2,0,47,1.1495652,3452.4309414957393,6.253117,552.1136,445,0,1178.3187446231207,10.354431,113.7985,0,0,41,NOT_AVAILABLE,23.545185,,-0.2028975,,,,-0.48436436,,,444749415,-0.2880039,0.13378842,-0.06431067,,2016.0,,,,,,,,,,,,,,,-160.60783,16.961685,-44.177376,1.8861678,0.48186308,0.6344589,0.30605328,0.23861642,1636148068921376768,19973.74,19740.936,19993.684,,,,17,3676378347657537664
1176777127359150592,Gaia DR3 1176777127359150592,215.54617736581966,9.345463185799078,357.5181077491529,62.16239769884274,209.90297226309283,22.158429692955092,0.25750437030092643,-28.334149736406573,3.4055144792903413,16.851234,16.79688,16.952654,0.060962785,0.05798155,0.07368492,0.08664511,0.07383976,0.9384453,0.3263,0.3097,0.3353,201.04832,0.0,0.0,-1.2171189,24,1,207,0,208,31,0,0.12742673,0.325,0.3086,0.3339,-0.054353714,-0.15577316,1.9577079E-10,1.0226503E-13,0.9999996,-0.37458003,-0.30806687,0.12651531,,24758.398,23820.832,25412.445,0,0.1761,0.1671,0.1811,-0.10141945,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.026839431,48.033546,OB,4.5217,4.5176,4.5251,26,0,-0.9957,-0.9989,-0.9873,11,0,1.8091774,3.4946682,0.31222257,-0.2093605,,2610.144276721952,25.921497,100.69419,0,0,24,1.1458427,3423.363433372323,3.8347027,892.7324,222,0,1312.4916639906378,13.8677225,94.64363,0,0,23,NOT_AVAILABLE,28.538073,,-0.22004622,,,,-0.09113567,,,1553988965,-0.12677893,0.0056218775,0.038457297,,2016.0,,,,,,,,,,,,,,,-70.62275,20.325245,-14.163712,-28.503298,0.24295706,0.19625764,0.30114293,0.7090372,1636148068921376768,21826.041,21409.52,22120.562,,,,14,1176777127359150592
6368583523760274176,Gaia DR3 6368583523760274176,313.9786645922306,-76.31912894276168,316.9833582732064,-33.49295194499775,286.8386641191138,-55.46215080687607,0.30788640000082074,13.64585163686768,-34.00247685831767,16.869844,16.72869,17.102749,0.047201354,0.05883013,0.065159544,0.062886,0.07513105,1.0497196,0.0063,0.0019,0.0196,576.2176,0.38082674,6.2987227,1.387252,45,3,388,0,391,95,0,0.10971636,0.0062,0.0019,0.0194,-0.14115524,-0.37405968,4.668706E-9,5.0943055E-10,4.9933235E-5,-0.22938713,-0.34172392,0.020433798,0.048252694,27417.44,26665.227,27625.244,0,0.0034,0.001,0.0106,-0.23290443,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.011318392,164.66817,OB,4.5181,4.5075,4.525,53,0,-0.9726,-0.9904,-0.9278,20,0,,4.725116,0.08099287,-0.18262689,-0.113535315,2779.3373150610046,9.470124,293.48477,0,0,47,1.1655734,3365.1852246374788,3.8650422,870.6723,442,0,1143.0329315185936,8.829337,129.45853,0,0,48,NOT_AVAILABLE,36.638474,-0.06597698,-0.19053733,0.034319192,1.7904706,0.016355986,-0.107424386,,,1114646209,-0.012712945,-0.040494096,-0.005258954,-0.079601355,2016.0,,,,,,,,,,,,,,,15.918717,69.62543,-0.09553828,11.307824,0.033788003,0.1861942,0.099236146,0.18822844,1636148068921376768,21149.482,20731.209,21331.502,,,,29,6368583523760274176
4555560622754330496,Gaia DR3 4555560622754330496,265.1442193176078,20.52901450009076,44.47304706505007,24.426073013813465,263.6878142084225,43.86195612756612,0.14072655360123362,-10.420835155587632,-19.063509061907837,16.892214,16.833351,17.032133,0.03469002,0.04294156,0.057587318,0.05127084,0.055919964,0.9742623,0.0867,0.0785,0.1262,526.78674,0.101533,0.4959012,-0.792144,58,4,500,0,504,31,0,0.08556788,0.0871,0.0789,0.1266,-0.058862686,-0.19878197,5.674023E-10,1.02343386E-13,0.99999946,-0.13095182,-0.3220486,-0.18311392,,16047.649,15170.861,17357.424,0,0.0464,0.042,0.0676,-0.13991928,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.08033656,41.93201,OB,4.5828,4.5314,4.5968,61,0,-0.9571,-0.9881,-0.8414,16,0,1.8046386,2.4437075,0.11054068,-0.22462845,,2523.9259070375465,11.88255,212.40608,4,0,56,1.1356597,3296.5612994738844,2.298319,1434.3358,498,0,1219.8457304886422,11.341082,107.55991,4,0,56,NOT_AVAILABLE,21.725819,,0.26856795,,,,0.116146855,,,1739320093,-0.06889711,-0.15375248,0.01447467,,2016.0,,,,,,,,,,,,,,,-142.03027,-74.35882,7.4910817,19.38936,0.21456577,0.18101986,0.10837592,0.31200966,1636148068921376768,16190.757,16091.212,17098.1,,,,26,4555560622754330496
2776983746011228800,Gaia DR3 2776983746011228800,13.448023257931583,13.790519013644497,123.80452158298523,-49.07724229511938,17.732936040838254,7.403780844380142,0.2279043257809822,30.547201999644592,-9.19352642953456,16.9105,16.815027,17.07536,0.071113944,0.048108786,0.081224374,0.09980864,0.06569922,0.97652704,0.0304,0.0254,0.0351,380.80835,0.0,2.1608626E-15,-0.59457564,40,0,351,0,351,31,0,0.14659515,0.0304,0.0254,0.0351,-0.095472336,-0.2603321,5.4679827E-8,5.094319E-10,4.9933235E-5,0.2682233,-0.06480307,0.038322367,,25659.566,25643.23,25665.68,0,0.0164,0.0136,0.0189,-0.16485977,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.062014975,68.605316,A,4.3996,4.399,4.3999,44,0,-0.2541,-0.3059,-0.2501,25,0,1.8321192,2.8058612,0.077133074,0.21221894,,2566.8844890976243,15.122615,169.73814,2,0,43,1.1535133,3241.5050424035508,2.647884,1224.187,345,0,1172.2347154415068,9.846582,119.049904,1,0,42,NOT_AVAILABLE,31.900665,,0.34871396,,,,0.48649743,,,111153408,0.026743898,0.053604614,-0.39259085,,2016.0,,,,,,,,,,,,,,,141.65877,-28.938354,30.41619,-41.94537,0.31837052,0.63973737,0.3568632,0.16232273,1636148068921376768,17242.752,17213.736,17294.666,,,,13,2776983746011228800
2379922055379458816,Gaia DR3 2379922055379458816,348.61095869999576,-25.890559857379493,30.670218764176134,-68.29907431215594,339.1050833833713,-19.26616330522261,0.2496378598575869,25.57519153810585,-6.953920377070567,17.089567,16.96311,17.394197,0.072169185,0.06569673,0.08821928,0.09207066,0.07842426,1.0099268,1.0E-4,0.0,3.0E-4,252.84515,0.26035032,1.8306546,0.2344126,24,0,212,0,212,31,0,0.13061084,1.0E-4,0.0,3.0E-4,-0.12645721,-0.4310875,2.1635826E-7,5.094339E-10,4.9933227E-5,-0.35092682,0.0747346,0.08456193,,34146.5,34024.758,34286.516,0,1.0E-4,0.0,2.0E-4,-0.30463028,,,,0,0,1,1,0,0,0,0,0,0,0,0,0.08207339,73.192024,OB,4.3194,4.3169,4.3214,24,0,0.0063,0.0025,0.0131,9,0,1.8718661,2.829743,-0.23898433,-0.15205686,,2239.6121184583776,13.093626,171.04597,0,0,21,1.1327542,2748.6515627738063,3.288303,835.8876,202,0,873.934603646097,11.181231,78.16086,0,0,20,NOT_AVAILABLE,26.503725,,0.122262776,,,,-0.00348972,,,1114382950,0.2405124,-0.027110014,-0.005245619,,2016.0,,,,,,,,,,,,,,,-113.78519,-8.130589,-52.587605,20.341162,0.25851798,0.1826662,0.3246947,0.82294023,1636148068921376768,17776.625,17770.576,17780.275,,,,15,2379922055379458816
4036208263879127808,Gaia DR3 4036208263879127808,270.7189247714807,-38.090593939018504,353.867232737521,-7.700032870747939,270.5848482511796,-14.65277265806009,0.14469374523829048,-15.217495911514666,-16.16850475205452,17.105404,16.990503,17.245136,0.06730591,0.05999253,0.07860872,0.07838605,0.059338693,0.9274023,0.0016,4.0E-4,0.0041,327.00162,0.0,0.0,-1.8768921,39,3,340,9,343,31,0,0.1180357,0.0016,4.0E-4,0.0042,-0.11490059,-0.25463295,2.531882E-6,5.100188E-10,4.993311E-5,-0.37105745,-0.70220196,-0.13577183,,13255.147,13214.344,13275.494,0,8.0E-4,2.0E-4,0.0022,-0.13973236,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.10627722,179.79836,A,4.4991,4.4975,4.4999,39,0,-0.6549,-0.6638,-0.6437,23,0,1.8391303,1.840683,0.3693357,-0.121366665,,2183.8135441316335,10.285582,212.31795,22,0,35,1.176277,2708.8500311769053,2.6745775,1012.8142,330,0,1002.5445446751644,9.62868,104.12066,22,0,36,NOT_AVAILABLE,22.20344,,0.24128951,,,,0.21513543,,,1094206053,-0.02038464,-0.16550492,-0.3614558,,2016.0,,,,,,,,,,,,,,,,,,,,,,,1636148068921376768,12264.147,12232.329,12280.073,,,,19,4036208263879127808
4389637102579269888,Gaia DR3 4389637102579269888,262.2824903839924,4.7407938505456695,27.65585153576009,20.451618135400278,261.2863362060844,27.946934978870143,0.180735791148812,-4.4087975428456705,-19.518894220993875,17.117998,17.074636,17.193617,0.05639344,0.0445104,0.0812959,0.069798276,0.052311596,0.97813183,0.3405,0.3364,0.3443,448.41376,0.0,0.0,-0.61782056,50,2,431,0,433,31,0,0.100912094,0.3418,0.3377,0.3457,-0.043361664,-0.11898041,1.5776966E-9,1.04562755E-13,0.99999785,-0.19357046,-0.5203499,0.15382516,,21038.291,20964.709,21081.691,0,0.1833,0.1811,0.1854,-0.075618744,,,,0,0,1,1,0,1,0,0,0,0,0,0,0.008335244,41.009613,OB,4.5672,4.5653,4.5683,51,0,-0.9957,-0.999,-0.9872,27,0,1.8053613,2.2231846,0.22487499,-0.32857868,,2020.9827146077123,9.462963,213.56764,2,0,47,1.1473826,2677.6118819264098,2.239654,1195.5471,428,0,1051.262709927752,6.4972496,161.8012,0,0,48,NOT_AVAILABLE,20.010616,,-0.016487688,,,,-0.23541403,,,155548137,0.088460594,0.20865962,-0.19427143,,2016.0,,,,,,,,,,,,,,,-12.7157755,9.798191,52.132843,42.8931,0.088069364,0.374153,0.074399315,0.3247764,1636148068921376768,19312.59,19255.719,19341.938,,,,23,4389637102579269888
